plant,pred_staleness_ms,pred_margin_ms,scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms,tau_crit_ms,max_sim_crit,sim_crit_over_cores_pct
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,6,0.000495,0.004871,6.2000,0,110.50,120.50,105.10,0.0,100,1,0.00
cartpole,200,0,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,881,7,0.000615,0.005077,9.8000,0,110.50,120.50,95.10,0.0,100,1,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,0,0.000504,0.004306,7.1333,0,105.50,120.50,80.10,0.0,100,2,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,1,0.000517,0.004335,7.4333,0,110.50,120.50,85.10,0.0,100,2,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,2,0.000515,0.004412,7.2667,0,105.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,3,0.000510,0.004545,7.0667,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,4,0.000522,0.004432,7.9000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,5,0.000515,0.004561,7.2667,0,110.50,110.50,90.10,0.0,100,2,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,6,0.000529,0.004444,8.1000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,30,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,7,0.000521,0.004331,7.6333,0,110.50,130.50,100.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,0,0.000504,0.004306,7.1333,0,105.50,120.50,80.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,1,0.000517,0.004335,7.4333,0,110.50,120.50,85.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,2,0.000515,0.004412,7.2667,0,105.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,3,0.000510,0.004545,7.0667,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,4,0.000522,0.004432,7.9000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,5,0.000515,0.004561,7.2667,0,110.50,110.50,90.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,6,0.000529,0.004444,8.1000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,60,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,7,0.000521,0.004331,7.6333,0,110.50,130.50,100.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,0,0.000504,0.004306,7.1333,0,105.50,120.50,80.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,1,0.000517,0.004335,7.4333,0,110.50,120.50,85.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,2,0.000515,0.004412,7.2667,0,105.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,3,0.000510,0.004545,7.0667,0,110.50,120.50,95.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,4,0.000522,0.004432,7.9000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,5,0.000515,0.004561,7.2667,0,110.50,110.50,90.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,6,0.000529,0.004444,8.1000,0,110.50,130.50,90.10,0.0,100,2,0.00
cartpole,16,100,ttu-honest,v10,8,3,worst,kill,-1.00,0,30.000,1067,7,0.000521,0.004331,7.6333,0,110.50,130.50,100.10,0.0,100,2,0.00
