plant,floor_ms,scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms,tau_crit_ms,max_sim_crit,sim_crit_over_cores_pct
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,0,0.033678,0.181410,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,1,0.040600,0.197187,0.0000,0,95.50,110.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,2,0.047068,0.276382,0.0000,0,100.50,120.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,3,0.040360,0.916870,0.0000,0,95.50,110.50,365.10,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,4,0.033515,0.318060,0.0000,0,105.50,120.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,5,0.428491,2.267686,11.0333,0,90.50,125.50,455.10,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,6,0.471580,2.415861,11.9667,0,105.50,105.50,450.10,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,7,0.059170,0.764622,0.0000,0,105.50,110.50,415.10,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,8,0.066742,0.989417,0.8667,0,105.50,105.50,245.10,0.0,100,0,0.00
lateral,-1,context,v10,10,3,worst,kill,-1.00,0,30.000,4496,9,0.025580,0.198545,0.0000,0,95.50,115.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,0,0.115503,0.337618,0.0000,0,770.50,790.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,1,0.144475,0.694981,0.5667,0,1080.50,1100.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,2,0.087823,0.894245,0.5667,0,540.50,560.50,395.10,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,3,0.103490,0.843263,0.9000,0,540.50,560.50,330.10,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,4,0.059848,0.392291,0.0000,0,715.50,730.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,5,0.219876,1.680507,3.2333,0,1090.50,1110.50,480.10,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,6,0.464850,2.115201,10.7333,0,1100.50,1120.50,455.10,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,7,0.765673,3.157842,16.7000,0,805.50,825.50,415.10,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,8,0.269179,2.012818,5.6333,0,1950.50,1970.50,365.10,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,9,0.151065,0.409910,0.0000,0,630.50,650.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,10,0.173921,0.667377,0.0000,0,640.50,665.50,305.10,0.0,100,0,0.00
lateral,-1,context,v10,12,3,worst,kill,-1.00,0,30.000,12005,11,0.166937,0.509026,0.0000,0,670.50,690.50,-1.00,0.0,100,0,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,0,1.159184,4.485270,29.2000,0,1730.50,1750.50,210.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,1,0.792483,3.451447,18.3667,0,1130.50,1150.50,215.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,2,0.900910,3.461157,21.3000,0,1070.50,1095.50,280.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,3,0.708830,2.028848,18.0333,0,1060.50,1080.50,385.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,4,0.507536,1.412778,8.9667,0,940.50,960.50,435.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,5,0.623026,2.121005,11.2333,0,1050.50,1070.50,330.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,6,1.009433,3.377801,23.0000,0,1075.50,1095.50,315.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,7,0.988690,3.694693,21.4667,0,1040.50,1055.50,155.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,8,1.546959,7.791521,30.8667,0,730.50,750.50,5.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,9,1.146652,3.180255,30.4667,0,1360.50,1380.50,210.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,10,1.095800,4.090896,25.0667,0,1520.50,1540.50,185.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,11,1.188600,3.332347,30.7000,0,700.50,720.50,250.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,12,1.251564,5.029038,28.8000,0,985.50,1005.50,200.10,0.0,100,1,0.00
lateral,-1,context,v10,14,3,worst,kill,-1.00,0,30.000,27045,13,1.071258,3.453566,28.9333,0,1780.50,1800.50,310.10,0.0,100,1,0.00
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,0,98.560444,583.382546,76.2667,1257,990.50,1010.50,0.00,15085.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,1,138.654493,1044.811537,74.4000,1165,3100.50,3120.50,0.00,14235.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,2,129.742671,976.316701,70.7667,1131,2120.50,2140.50,0.00,13665.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,3,126.127762,1127.437346,74.8000,1289,1385.50,1405.50,0.00,15890.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,4,101.591945,891.231618,72.8333,1209,1280.50,1300.50,0.00,15715.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,5,83.736708,496.655009,69.2333,1182,3459.90,3484.90,0.00,14625.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,6,148.484747,1481.405836,70.6000,1169,4020.50,4040.50,0.00,14165.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,7,116.073959,1281.037250,75.1000,1257,1890.50,1910.50,0.00,15090.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,8,128.415080,1194.639666,67.5333,1164,2390.50,2415.50,0.00,13825.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,9,102.993298,775.823077,73.1667,1221,1384.90,1404.90,0.00,14695.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,10,102.322503,634.190403,78.6333,1154,3560.50,3580.50,0.00,13960.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,11,128.019463,994.641199,74.0667,1223,2020.50,2040.50,0.00,15090.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,12,116.636856,676.498186,75.4000,1126,2480.50,2500.50,0.00,13630.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,13,142.277313,1606.324609,70.1000,1285,1740.50,1765.50,0.00,15550.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,14,122.851147,890.601268,76.3000,1240,1825.50,1845.50,0.00,14955.0,100,16,64.17
lateral,-1,context,v10,16,3,worst,kill,-1.00,0,30.000,41982,15,107.437638,704.014701,74.6000,1246,1450.50,1470.50,0.00,15225.0,100,16,64.17
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,0,61.039616,396.540731,68.8000,973,3170.50,3195.50,0.00,11930.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,1,67.735625,670.816281,68.4333,946,1050.50,1070.50,0.00,11210.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,2,58.391185,421.070380,63.6667,1010,2600.50,2625.50,0.00,12295.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,3,74.623287,515.370073,69.1333,1085,1630.50,1650.50,0.00,13160.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,4,67.564813,649.694442,66.1000,1038,2300.50,2320.50,0.00,13225.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,5,66.389164,569.263484,65.5333,867,3360.50,3380.50,0.00,10615.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,6,58.756055,483.998271,64.6333,989,1800.50,1820.50,0.00,12380.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,7,67.608228,515.434066,64.9333,951,1740.50,1760.50,0.00,12080.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,8,70.133254,718.409785,67.5000,988,1540.50,1560.50,0.00,12415.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,9,61.213205,512.162498,62.0000,1013,1820.50,1845.50,0.00,12640.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,10,55.641803,406.654585,68.3000,910,2220.50,2240.50,0.00,11695.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,11,68.981148,570.008154,69.2000,975,880.50,900.50,0.00,12310.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,12,80.686435,826.511920,71.3000,1001,1020.50,1040.50,0.00,12885.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,13,40.603217,237.009135,61.6667,888,2059.90,2079.90,0.00,11990.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,14,81.509283,866.117362,63.7667,1006,4600.50,4615.50,0.00,12070.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,15,13.160709,89.899841,62.2333,552,6239.90,6259.90,0.00,7150.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,16,5.827889,154.355276,8.0000,149,-1.00,-1.00,0.00,1750.0,100,18,53.50
lateral,-1,context,v10,18,3,worst,kill,-1.00,0,30.000,56984,17,50.153872,435.478683,29.1333,680,1840.50,22120.50,0.00,7785.0,100,18,53.50
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,0,0.021645,0.181998,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,1,0.039137,0.181998,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,2,0.046070,0.265627,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,3,0.038248,0.923089,0.0000,0,90.50,90.50,365.10,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,4,0.030611,0.299813,0.0000,0,95.50,95.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,5,0.512900,2.757600,13.5333,0,100.50,100.50,445.10,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,6,0.623937,3.109264,15.0667,0,100.50,110.50,430.10,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,7,0.057222,0.851306,0.0000,0,100.50,110.50,415.10,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,8,0.063226,0.952503,0.8667,0,90.50,90.50,245.10,0.0,100,0,0.00
lateral,-1,ttu,v10,10,3,worst,kill,-1.00,0,30.000,9,9,0.015012,0.175398,0.0000,0,85.50,85.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,0,0.022912,0.195477,0.0000,0,90.50,110.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,1,0.040702,0.182306,0.0000,0,95.50,95.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,2,0.074748,0.911729,0.5667,0,90.50,90.50,395.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,3,0.092864,0.847771,0.9333,0,95.50,95.50,330.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,4,0.031330,0.388283,0.0000,0,100.50,100.50,455.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,5,0.142909,2.075540,2.6000,0,100.50,100.50,460.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,6,0.589915,3.137218,14.9000,0,100.50,110.50,435.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,7,0.603691,3.075554,14.6333,0,90.50,110.50,430.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,8,1.293975,5.751305,46.5333,0,100.50,110.50,315.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,9,0.574079,3.367222,26.9333,0,135.50,135.50,425.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,10,4.210936,6.245343,75.9667,0,3460.50,3460.50,305.10,0.0,100,0,0.00
lateral,-1,ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,11,0.835649,5.715025,13.8667,0,1240.50,1240.50,435.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,0,0.021688,0.182501,0.0000,0,90.50,105.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,1,0.035305,0.182501,0.0000,0,95.50,95.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,2,0.080587,0.937743,0.5667,0,100.50,100.50,395.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,3,0.033343,0.183676,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,4,0.044185,0.447345,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,5,0.027298,0.307327,0.0000,0,90.50,90.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,6,0.237854,2.254028,5.1333,0,105.50,105.50,445.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,7,2.698845,6.495331,60.3000,0,145.50,145.50,315.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,8,1.989374,7.119958,42.6333,0,455.50,455.50,185.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,9,4.501007,10.915174,72.1333,0,2570.50,2580.50,340.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,10,3.404257,8.661915,54.5000,0,2960.50,2970.50,320.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,11,4.591030,9.006392,74.6667,0,8320.50,8320.50,355.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,12,4.158676,5.850973,73.9000,0,3250.50,3250.50,435.10,0.0,100,0,0.00
lateral,-1,ttu,v10,14,3,worst,kill,-1.00,0,30.000,25484,13,0.980684,5.567220,17.6333,0,1630.50,1630.50,435.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,0,0.021713,0.182268,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,1,0.043620,0.182268,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,2,0.042791,0.237033,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,3,0.075748,0.836298,0.0000,0,100.50,100.50,460.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,4,0.089049,0.861438,0.9000,0,115.50,115.50,330.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,5,0.009010,0.134823,0.0000,0,245.50,245.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,6,1.303609,4.195382,50.4333,0,525.50,525.50,430.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,7,3.743919,7.498346,72.4667,0,2340.50,2340.50,165.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,8,4.498652,10.791775,71.7667,0,2830.50,2830.50,125.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,9,5.681400,10.967567,75.7333,0,1690.50,1690.50,345.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,10,4.330123,11.233225,68.7667,0,1770.50,1770.50,335.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,11,4.205022,7.049934,73.3667,0,2695.50,2695.50,335.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,12,3.868058,6.842902,63.2667,0,2450.50,2460.50,395.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,13,4.004505,6.162660,75.9000,0,3180.50,3180.50,265.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,14,0.149334,1.536331,2.5333,0,609.90,609.90,445.10,0.0,100,0,0.00
lateral,-1,ttu,v10,16,3,worst,kill,-1.00,0,30.000,40473,15,1.128934,5.357050,20.8000,0,1410.50,1410.50,435.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,0,0.022252,0.187891,0.0000,0,100.50,120.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,1,0.042856,0.181485,0.0000,0,100.50,100.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,2,0.057646,0.194089,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,3,0.115002,0.943774,0.5667,0,180.50,180.50,395.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,4,0.800886,2.942600,34.4333,0,250.50,250.50,395.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,5,1.358035,5.585949,39.9333,0,560.50,560.50,380.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,6,4.049526,6.158907,75.4333,0,4380.50,4380.50,365.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,7,4.067616,7.827798,68.1000,0,3450.50,3450.50,315.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,8,4.644471,11.671929,77.4000,0,2610.50,2610.50,305.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,9,5.122745,11.219412,75.1333,0,2400.50,2410.50,120.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,10,4.879096,12.899805,73.7667,0,3670.50,3670.50,295.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,11,3.462199,11.207704,64.7333,0,3750.50,3760.50,250.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,12,4.216638,5.857528,72.4000,0,2550.50,2560.50,395.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,13,3.282239,8.901719,55.5667,0,5490.50,5500.50,300.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,14,3.724729,6.456218,68.6000,0,3190.50,3190.50,435.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,15,4.261319,5.816720,75.1667,0,3430.50,3430.50,305.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,16,0.321143,3.764385,6.2000,0,1070.50,1080.50,445.10,0.0,100,0,0.00
lateral,-1,ttu,v10,18,3,worst,kill,-1.00,0,30.000,55478,17,1.268398,5.559881,22.3667,0,1680.50,1680.50,435.10,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,0,0.033678,0.181410,0.0000,0,105.50,105.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,1,0.040600,0.197187,0.0000,0,95.50,110.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,2,0.047068,0.276382,0.0000,0,100.50,120.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,3,0.040360,0.916870,0.0000,0,95.50,110.50,365.10,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,4,0.033515,0.318060,0.0000,0,105.50,120.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,5,0.428491,2.267686,11.0333,0,90.50,125.50,455.10,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,6,0.471580,2.415861,11.9667,0,105.50,105.50,450.10,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,7,0.059170,0.764622,0.0000,0,105.50,110.50,415.10,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,8,0.066742,0.989417,0.8667,0,105.50,105.50,245.10,0.0,100,0,0.00
lateral,0,aguard,v10,10,3,worst,kill,-1.00,0,30.000,4496,9,0.025580,0.198545,0.0000,0,95.50,115.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,0,0.115503,0.337618,0.0000,0,770.50,790.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,1,0.144475,0.694981,0.5667,0,1080.50,1100.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,2,0.087823,0.894245,0.5667,0,540.50,560.50,395.10,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,3,0.103490,0.843263,0.9000,0,540.50,560.50,330.10,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,4,0.059848,0.392291,0.0000,0,715.50,730.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,5,0.219876,1.680507,3.2333,0,1090.50,1110.50,480.10,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,6,0.464850,2.115201,10.7333,0,1100.50,1120.50,455.10,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,7,0.765673,3.157842,16.7000,0,805.50,825.50,415.10,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,8,0.269179,2.012818,5.6333,0,1950.50,1970.50,365.10,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,9,0.151065,0.409910,0.0000,0,630.50,650.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,10,0.173921,0.667377,0.0000,0,640.50,665.50,305.10,0.0,100,0,0.00
lateral,0,aguard,v10,12,3,worst,kill,-1.00,0,30.000,12005,11,0.166937,0.509026,0.0000,0,670.50,690.50,-1.00,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,0,0.882427,2.339260,24.1667,0,805.50,805.50,415.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,1,0.562392,1.779172,14.2333,0,3180.50,3200.50,395.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,2,0.608453,2.250572,14.1000,0,1560.50,1585.50,325.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,3,0.627297,2.041408,15.0000,0,1290.50,1315.50,415.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,4,0.449733,1.063620,7.8667,0,690.50,710.50,435.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,5,0.495491,1.479553,7.7333,0,1360.50,1380.50,415.10,0.0,100,0,0.00
lateral,0,aguard,v10,14,3,worst,kill,-1.00,0,30.000,27046,6,0.700567,2.518210,14.0000,0,980.50,1000.50,395.10,0.0,100,0,0.00
